field_id,title,matched_phrase,replaced_title,candidate_acronym,cui,sab,tty,sty,score,rank,chosen,has_conflict,domain
25716,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left),left,WM ISOVF in tract IFOF (L),L,,UMLS,META,,100,1,True,False,medical
25717,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right),weighted mean,WM ISOVF in tract inferior fronto-occipital fasciculus (right),WM,,UMLS,META,,100,1,True,False,medical
25717,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right),inferior fronto occipital fasciculus,WM ISOVF in tract IFOF (right),IFOF,,UMLS,META,,100,1,True,False,medical
25717,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right),inferior fronto occipital fasciculus,WM ISOVF in tract IFOF (right),IFO,,UMLS,META,,100,2,False,False,medical
25717,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right),right,WM ISOVF in tract IFOF (R),R,,UMLS,META,,100,1,True,False,medical
25718,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left),weighted mean,WM ISOVF in tract inferior longitudinal fasciculus (left),WM,,UMLS,META,,100,1,True,False,medical
25718,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left),longitudinal,WM ISOVF in tract inferior T1 fasciculus (left),T1,,ADAM,META,,90,1,True,False,medical
25718,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left),longitudinal,WM ISOVF in tract inferior T1 fasciculus (left),LM,,ADAM,META,,90,2,False,False,medical
25718,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left),left,WM ISOVF in tract inferior T1 fasciculus (L),L,,UMLS,META,,100,1,True,False,medical
25719,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right),weighted mean,WM ISOVF in tract inferior longitudinal fasciculus (right),WM,,UMLS,META,,100,1,True,False,medical
25719,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right),longitudinal,WM ISOVF in tract inferior T1 fasciculus (right),T1,,ADAM,META,,90,1,True,False,medical
25719,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right),longitudinal,WM ISOVF in tract inferior T1 fasciculus (right),LM,,ADAM,META,,90,2,False,False,medical
25719,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right),right,WM ISOVF in tract inferior T1 fasciculus (R),R,,UMLS,META,,100,1,True,False,medical
25720,Weighted-mean ISOVF in tract middle cerebellar peduncle,weighted mean,WM ISOVF in tract middle cerebellar peduncle,WM,,UMLS,META,,100,1,True,False,medical
25721,Weighted-mean ISOVF in tract medial lemniscus (left),weighted mean,WM ISOVF in tract medial lemniscus (left),WM,,UMLS,META,,100,1,True,False,medical
25721,Weighted-mean ISOVF in tract medial lemniscus (left),medial lemniscus,WM ISOVF in tract ML (left),ML,,UMLS,META,,100,1,True,False,medical
25721,Weighted-mean ISOVF in tract medial lemniscus (left),left,WM ISOVF in tract ML (L),L,,UMLS,META,,100,1,True,False,medical
25722,Weighted-mean ISOVF in tract medial lemniscus (right),weighted mean,WM ISOVF in tract medial lemniscus (right),WM,,UMLS,META,,100,1,True,False,medical
25722,Weighted-mean ISOVF in tract medial lemniscus (right),medial lemniscus,WM ISOVF in tract ML (right),ML,,UMLS,META,,100,1,True,False,medical
25722,Weighted-mean ISOVF in tract medial lemniscus (right),right,WM ISOVF in tract ML (R),R,,UMLS,META,,100,1,True,False,medical
25723,Weighted-mean ISOVF in tract posterior thalamic radiation (left),weighted mean,WM ISOVF in tract posterior thalamic radiation (left),WM,,UMLS,META,,100,1,True,False,medical
25723,Weighted-mean ISOVF in tract posterior thalamic radiation (left),posterior,WM ISOVF in tract PO thalamic radiation (left),PO,,UMLS,META,,100,1,True,False,medical
25723,Weighted-mean ISOVF in tract posterior thalamic radiation (left),posterior,WM ISOVF in tract PO thalamic radiation (left),PH,,ADAM,META,,90,2,False,False,medical
25723,Weighted-mean ISOVF in tract posterior thalamic radiation (left),radiation,WM ISOVF in tract PO thalamic RT (left),RT,,ADAM,META,,90,1,True,False,medical
25723,Weighted-mean ISOVF in tract posterior thalamic radiation (left),left,WM ISOVF in tract PO thalamic RT (L),L,,UMLS,META,,100,1,True,False,medical
25724,Weighted-mean ISOVF in tract posterior thalamic radiation (right),weighted mean,WM ISOVF in tract posterior thalamic radiation (right),WM,,UMLS,META,,100,1,True,False,medical
25724,Weighted-mean ISOVF in tract posterior thalamic radiation (right),posterior,WM ISOVF in tract PO thalamic radiation (right),PO,,UMLS,META,,100,1,True,False,medical
25724,Weighted-mean ISOVF in tract posterior thalamic radiation (right),posterior,WM ISOVF in tract PO thalamic radiation (right),PH,,ADAM,META,,90,2,False,False,medical
25724,Weighted-mean ISOVF in tract posterior thalamic radiation (right),radiation,WM ISOVF in tract PO thalamic RT (right),RT,,ADAM,META,,90,1,True,False,medical
25724,Weighted-mean ISOVF in tract posterior thalamic radiation (right),right,WM ISOVF in tract PO thalamic RT (R),R,,UMLS,META,,100,1,True,False,medical
25725,Weighted-mean ISOVF in tract superior longitudinal fasciculus (left),weighted mean,WM ISOVF in tract superior longitudinal fasciculus (left),WM,,UMLS,META,,100,1,True,False,medical
25725,Weighted-mean ISOVF in tract superior longitudinal fasciculus (left),superior longitudinal fasciculus,WM ISOVF in tract SLF (left),SLF,,UMLS,META,,100,1,True,False,medical
25725,Weighted-mean ISOVF in tract superior longitudinal fasciculus (left),left,WM ISOVF in tract SLF (L),L,,UMLS,META,,100,1,True,False,medical
25726,Weighted-mean ISOVF in tract superior longitudinal fasciculus (right),weighted mean,WM ISOVF in tract superior longitudinal fasciculus (right),WM,,UMLS,META,,100,1,True,False,medical
25726,Weighted-mean ISOVF in tract superior longitudinal fasciculus (right),superior longitudinal fasciculus,WM ISOVF in tract SLF (right),SLF,,UMLS,META,,100,1,True,False,medical
25726,Weighted-mean ISOVF in tract superior longitudinal fasciculus (right),right,WM ISOVF in tract SLF (R),R,,UMLS,META,,100,1,True,False,medical
25727,Weighted-mean ISOVF in tract superior thalamic radiation (left),weighted mean,WM ISOVF in tract superior thalamic radiation (left),WM,,UMLS,META,,100,1,True,False,medical
25727,Weighted-mean ISOVF in tract superior thalamic radiation (left),radiation,WM ISOVF in tract superior thalamic RT (left),RT,,ADAM,META,,90,1,True,False,medical
25727,Weighted-mean ISOVF in tract superior thalamic radiation (left),left,WM ISOVF in tract superior thalamic RT (L),L,,UMLS,META,,100,1,True,False,medical
25728,Weighted-mean ISOVF in tract superior thalamic radiation (right),weighted mean,WM ISOVF in tract superior thalamic radiation (right),WM,,UMLS,META,,100,1,True,False,medical
25728,Weighted-mean ISOVF in tract superior thalamic radiation (right),radiation,WM ISOVF in tract superior thalamic RT (right),RT,,ADAM,META,,90,1,True,False,medical
25728,Weighted-mean ISOVF in tract superior thalamic radiation (right),right,WM ISOVF in tract superior thalamic RT (R),R,,UMLS,META,,100,1,True,False,medical
25729,Weighted-mean ISOVF in tract uncinate fasciculus (left),weighted mean,WM ISOVF in tract uncinate fasciculus (left),WM,,UMLS,META,,100,1,True,False,medical
25729,Weighted-mean ISOVF in tract uncinate fasciculus (left),uncinate fasciculus,WM ISOVF in tract UF (left),UF,,UMLS,META,,100,1,True,False,medical
25729,Weighted-mean ISOVF in tract uncinate fasciculus (left),left,WM ISOVF in tract UF (L),L,,UMLS,META,,100,1,True,False,medical
25730,Weighted-mean ISOVF in tract uncinate fasciculus (right),weighted mean,WM ISOVF in tract uncinate fasciculus (right),WM,,UMLS,META,,100,1,True,False,medical
25730,Weighted-mean ISOVF in tract uncinate fasciculus (right),uncinate fasciculus,WM ISOVF in tract UF (right),UF,,UMLS,META,,100,1,True,False,medical
25730,Weighted-mean ISOVF in tract uncinate fasciculus (right),right,WM ISOVF in tract UF (R),R,,UMLS,META,,100,1,True,False,medical
25731,Discrepancy between T1 brain image and standard-space brain template (linearly-aligned),standard,Discrepancy between T1 brain image and ST-space brain template (linearly-aligned),ST,,ADAM,META,,90,1,True,False,medical
25732,Discrepancy between T1 brain image and standard-space brain template (nonlinearly-aligned),standard,Discrepancy between T1 brain image and ST-space brain template (nonlinearly-aligned),ST,,ADAM,META,,90,1,True,False,medical
25733,Amount of warping applied to non-linearly align T1 brain image to standard-space,standard,Amount of warping applied to non-linearly align T1 brain image to ST-space,ST,,ADAM,META,,90,1,True,False,medical
25734,Inverted signal-to-noise ratio in T1,signal to noise ratio,Inverted SNR in T1,SNR,,UMLS,META,,100,1,True,False,medical
25734,Inverted signal-to-noise ratio in T1,signal to noise ratio,Inverted SNR in T1,S/N,,UMLS,META,,100,2,False,False,medical
25735,Inverted contrast-to-noise ratio in T1,contrast to noise ratio,Inverted CNR in T1,CNR,,UMLS,META,,100,1,True,False,medical
25735,Inverted contrast-to-noise ratio in T1,contrast to noise ratio,Inverted CNR in T1,C/N,,ADAM,META,,90,2,False,False,medical
25743,Inverted temporal signal-to-noise ratio in pre-processed rfMRI,signal to noise ratio,Inverted temporal SNR in pre-processed rfMRI,SNR,,UMLS,META,,100,1,True,False,medical
25743,Inverted temporal signal-to-noise ratio in pre-processed rfMRI,signal to noise ratio,Inverted temporal SNR in pre-processed rfMRI,S/N,,UMLS,META,,100,2,False,False,medical
25744,Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI,signal to noise ratio,Inverted temporal SNR in artefact-cleaned pre-processed rfMRI,SNR,,UMLS,META,,100,1,True,False,medical
25744,Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI,signal to noise ratio,Inverted temporal SNR in artefact-cleaned pre-processed rfMRI,S/N,,UMLS,META,,100,2,False,False,medical
25745,Inverted temporal signal-to-noise ratio in pre-processed tfMRI,signal to noise ratio,Inverted temporal SNR in pre-processed tfMRI,SNR,,UMLS,META,,100,1,True,False,medical
25745,Inverted temporal signal-to-noise ratio in pre-processed tfMRI,signal to noise ratio,Inverted temporal SNR in pre-processed tfMRI,S/N,,UMLS,META,,100,2,False,False,medical
25750,"rfMRI full correlation matrix, dimension 25",correlation,"rfMRI full RHO matrix, dimension 25",RHO,,ADAM,META,,90,1,True,False,medical
25751,"rfMRI full correlation matrix, dimension 100",correlation,"rfMRI full RHO matrix, dimension 100",RHO,,ADAM,META,,90,1,True,False,medical
25752,"rfMRI partial correlation matrix, dimension 25",correlation,"rfMRI partial RHO matrix, dimension 25",RHO,,ADAM,META,,90,1,True,False,medical
25753,"rfMRI partial correlation matrix, dimension 100",correlation,"rfMRI partial RHO matrix, dimension 100",RHO,,ADAM,META,,90,1,True,False,medical
25754,"rfMRI component amplitudes, dimension 25",component,"rfMRI IC amplitudes, dimension 25",IC,,ADAM,META,,90,1,True,False,medical
25754,"rfMRI component amplitudes, dimension 25",component,"rfMRI IC amplitudes, dimension 25",IA,,ADAM,META,,90,2,False,False,medical
25754,"rfMRI component amplitudes, dimension 25",component,"rfMRI IC amplitudes, dimension 25",R2,,ADAM,META,,90,3,False,False,medical
25755,"rfMRI component amplitudes, dimension 100",component,"rfMRI IC amplitudes, dimension 100",IC,,ADAM,META,,90,1,True,False,medical
25755,"rfMRI component amplitudes, dimension 100",component,"rfMRI IC amplitudes, dimension 100",IA,,ADAM,META,,90,2,False,False,medical
25755,"rfMRI component amplitudes, dimension 100",component,"rfMRI IC amplitudes, dimension 100",R2,,ADAM,META,,90,3,False,False,medical
25756,Scanner lateral (X) brain position,lateral,Scanner LA (X) brain position,LA,,UMLS,META,,100,1,True,False,medical
25756,Scanner lateral (X) brain position,lateral,Scanner LA (X) brain position,AL,,ADAM,META,,90,2,False,False,medical
25756,Scanner lateral (X) brain position,lateral,Scanner LA (X) brain position,LH,,ADAM,META,,90,3,False,False,medical
25758,Scanner longitudinal (Z) brain position,longitudinal,Scanner T1 (Z) brain position,T1,,ADAM,META,,90,1,True,False,medical
25758,Scanner longitudinal (Z) brain position,longitudinal,Scanner T1 (Z) brain position,LM,,ADAM,META,,90,2,False,False,medical
25767,90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,amygdala,90th percentile of BOLD effect (in group-defined AY activation mask) for faces-shapes contrast,AY,,UMLS,META,,100,1,True,False,medical
25767,90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,amygdala,90th percentile of BOLD effect (in group-defined AY activation mask) for faces-shapes contrast,AL,,UMLS,META,,100,2,False,False,medical
25767,90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,amygdala,90th percentile of BOLD effect (in group-defined AY activation mask) for faces-shapes contrast,AM,,ADAM,META,,90,3,False,False,medical
25768,90th percentile of z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,amygdala,90th percentile of z-statistic (in group-defined AY activation mask) for faces-shapes contrast,AY,,UMLS,META,,100,1,True,False,medical
25768,90th percentile of z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,amygdala,90th percentile of z-statistic (in group-defined AY activation mask) for faces-shapes contrast,AL,,UMLS,META,,100,2,False,False,medical
25768,90th percentile of z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,amygdala,90th percentile of z-statistic (in group-defined AY activation mask) for faces-shapes contrast,AM,,ADAM,META,,90,3,False,False,medical
25781,Total volume of white matter hyperintensities (from T1 and T2_FLAIR images),total volume,TV of white matter hyperintensities (from T1 and T2_FLAIR images),TV,,UMLS,META,,100,1,True,False,medical
25781,Total volume of white matter hyperintensities (from T1 and T2_FLAIR images),white matter hyperintensities,TV of WMHS (from T1 and T2_FLAIR images),WMHS,,ADAM,META,,90,1,True,False,medical
25781,Total volume of white matter hyperintensities (from T1 and T2_FLAIR images),white matter hyperintensities,TV of WMHS (from T1 and T2_FLAIR images),WMH,,ADAM,META,,90,2,False,False,medical
25782,Volume of grey matter in Frontal Pole (left),grey matter,Volume of GM in Frontal Pole (left),GM,,UMLS,META,,100,1,True,False,medical
25782,Volume of grey matter in Frontal Pole (left),frontal,Volume of GM in FC Pole (left),FC,,ADAM,META,,90,1,True,False,medical
25782,Volume of grey matter in Frontal Pole (left),left,Volume of GM in FC Pole (L),L,,UMLS,META,,100,1,True,False,medical
25783,Volume of grey matter in Frontal Pole (right),grey matter,Volume of GM in Frontal Pole (right),GM,,UMLS,META,,100,1,True,False,medical
25783,Volume of grey matter in Frontal Pole (right),frontal,Volume of GM in FC Pole (right),FC,,ADAM,META,,90,1,True,False,medical
25783,Volume of grey matter in Frontal Pole (right),right,Volume of GM in FC Pole (R),R,,UMLS,META,,100,1,True,False,medical
25784,Volume of grey matter in Insular Cortex (left),grey matter,Volume of GM in Insular Cortex (left),GM,,UMLS,META,,100,1,True,False,medical
25784,Volume of grey matter in Insular Cortex (left),insular cortex,Volume of GM in IC (left),IC,,UMLS,META,,100,1,True,False,medical
25784,Volume of grey matter in Insular Cortex (left),insular cortex,Volume of GM in IC (left),INS,,ADAM,META,,90,2,False,False,medical
25784,Volume of grey matter in Insular Cortex (left),left,Volume of GM in IC (L),L,,UMLS,META,,100,1,True,False,medical
25785,Volume of grey matter in Insular Cortex (right),grey matter,Volume of GM in Insular Cortex (right),GM,,UMLS,META,,100,1,True,False,medical
25785,Volume of grey matter in Insular Cortex (right),insular cortex,Volume of GM in IC (right),IC,,UMLS,META,,100,1,True,False,medical
25785,Volume of grey matter in Insular Cortex (right),insular cortex,Volume of GM in IC (right),INS,,ADAM,META,,90,2,False,False,medical
25785,Volume of grey matter in Insular Cortex (right),right,Volume of GM in IC (R),R,,UMLS,META,,100,1,True,False,medical
25786,Volume of grey matter in Superior Frontal Gyrus (left),grey matter,Volume of GM in Superior Frontal Gyrus (left),GM,,UMLS,META,,100,1,True,False,medical
25786,Volume of grey matter in Superior Frontal Gyrus (left),superior frontal gyrus,Volume of GM in SFG (left),SFG,,UMLS,META,,100,1,True,False,medical
25786,Volume of grey matter in Superior Frontal Gyrus (left),left,Volume of GM in SFG (L),L,,UMLS,META,,100,1,True,False,medical
25787,Volume of grey matter in Superior Frontal Gyrus (right),grey matter,Volume of GM in Superior Frontal Gyrus (right),GM,,UMLS,META,,100,1,True,False,medical
25787,Volume of grey matter in Superior Frontal Gyrus (right),superior frontal gyrus,Volume of GM in SFG (right),SFG,,UMLS,META,,100,1,True,False,medical
25787,Volume of grey matter in Superior Frontal Gyrus (right),right,Volume of GM in SFG (R),R,,UMLS,META,,100,1,True,False,medical
25788,Volume of grey matter in Middle Frontal Gyrus (left),grey matter,Volume of GM in Middle Frontal Gyrus (left),GM,,UMLS,META,,100,1,True,False,medical
25788,Volume of grey matter in Middle Frontal Gyrus (left),middle frontal gyrus,Volume of GM in MFG (left),MFG,,ADAM,META,,90,1,True,False,medical
25788,Volume of grey matter in Middle Frontal Gyrus (left),left,Volume of GM in MFG (L),L,,UMLS,META,,100,1,True,False,medical
25789,Volume of grey matter in Middle Frontal Gyrus (right),grey matter,Volume of GM in Middle Frontal Gyrus (right),GM,,UMLS,META,,100,1,True,False,medical
25789,Volume of grey matter in Middle Frontal Gyrus (right),middle frontal gyrus,Volume of GM in MFG (right),MFG,,ADAM,META,,90,1,True,False,medical
25789,Volume of grey matter in Middle Frontal Gyrus (right),right,Volume of GM in MFG (R),R,,UMLS,META,,100,1,True,False,medical
25790,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left)",grey matter,"Volume of GM in Inferior Frontal Gyrus, pars triangularis (left)",GM,,UMLS,META,,100,1,True,False,medical
25790,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left)",inferior frontal gyrus,"Volume of GM in IFG, pars triangularis (left)",IFG,,UMLS,META,,100,1,True,False,medical
25790,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left)",pars triangularis,"Volume of GM in IFG, PTR (left)",PTR,,UMLS,META,,100,1,True,False,medical
25790,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left)",left,"Volume of GM in IFG, PTR (L)",L,,UMLS,META,,100,1,True,False,medical
25791,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)",grey matter,"Volume of GM in Inferior Frontal Gyrus, pars triangularis (right)",GM,,UMLS,META,,100,1,True,False,medical
25791,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)",inferior frontal gyrus,"Volume of GM in IFG, pars triangularis (right)",IFG,,UMLS,META,,100,1,True,False,medical
25791,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)",pars triangularis,"Volume of GM in IFG, PTR (right)",PTR,,UMLS,META,,100,1,True,False,medical
25791,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)",right,"Volume of GM in IFG, PTR (R)",R,,UMLS,META,,100,1,True,False,medical
25792,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left)",grey matter,"Volume of GM in Inferior Frontal Gyrus, pars opercularis (left)",GM,,UMLS,META,,100,1,True,False,medical
25792,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left)",inferior frontal gyrus,"Volume of GM in IFG, pars opercularis (left)",IFG,,UMLS,META,,100,1,True,False,medical
25792,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left)",left,"Volume of GM in IFG, pars opercularis (L)",L,,UMLS,META,,100,1,True,False,medical
25793,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)",grey matter,"Volume of GM in Inferior Frontal Gyrus, pars opercularis (right)",GM,,UMLS,META,,100,1,True,False,medical
25793,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)",inferior frontal gyrus,"Volume of GM in IFG, pars opercularis (right)",IFG,,UMLS,META,,100,1,True,False,medical
25793,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)",right,"Volume of GM in IFG, pars opercularis (R)",R,,UMLS,META,,100,1,True,False,medical
25794,Volume of grey matter in Precentral Gyrus (left),grey matter,Volume of GM in Precentral Gyrus (left),GM,,UMLS,META,,100,1,True,False,medical
25794,Volume of grey matter in Precentral Gyrus (left),precentral gyrus,Volume of GM in PCG (left),PCG,,UMLS,META,,100,1,True,False,medical
25794,Volume of grey matter in Precentral Gyrus (left),left,Volume of GM in PCG (L),L,,UMLS,META,,100,1,True,False,medical
25795,Volume of grey matter in Precentral Gyrus (right),grey matter,Volume of GM in Precentral Gyrus (right),GM,,UMLS,META,,100,1,True,False,medical
25795,Volume of grey matter in Precentral Gyrus (right),precentral gyrus,Volume of GM in PCG (right),PCG,,UMLS,META,,100,1,True,False,medical
25795,Volume of grey matter in Precentral Gyrus (right),right,Volume of GM in PCG (R),R,,UMLS,META,,100,1,True,False,medical
25796,Volume of grey matter in Temporal Pole (left),grey matter,Volume of GM in Temporal Pole (left),GM,,UMLS,META,,100,1,True,False,medical
25796,Volume of grey matter in Temporal Pole (left),left,Volume of GM in Temporal Pole (L),L,,UMLS,META,,100,1,True,False,medical
25797,Volume of grey matter in Temporal Pole (right),grey matter,Volume of GM in Temporal Pole (right),GM,,UMLS,META,,100,1,True,False,medical
25797,Volume of grey matter in Temporal Pole (right),right,Volume of GM in Temporal Pole (R),R,,UMLS,META,,100,1,True,False,medical
25798,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",grey matter,"Volume of GM in Superior Temporal Gyrus, anterior division (left)",GM,,UMLS,META,,100,1,True,False,medical
25798,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",superior temporal gyrus,"Volume of GM in STG, anterior division (left)",STG,,UMLS,META,,100,1,True,False,medical
25798,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",anterior,"Volume of GM in STG, AH division (left)",AH,,ADAM,META,,90,1,True,False,medical
25798,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",anterior,"Volume of GM in STG, AH division (left)",AC,,ADAM,META,,90,2,False,False,medical
25798,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",anterior,"Volume of GM in STG, AH division (left)",AL,,ADAM,META,,90,3,False,False,medical
25798,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",anterior,"Volume of GM in STG, AH division (left)",HA,,ADAM,META,,90,4,False,False,medical
25798,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",left,"Volume of GM in STG, AH division (L)",L,,UMLS,META,,100,1,True,False,medical
25799,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",grey matter,"Volume of GM in Superior Temporal Gyrus, anterior division (right)",GM,,UMLS,META,,100,1,True,False,medical
25799,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",superior temporal gyrus,"Volume of GM in STG, anterior division (right)",STG,,UMLS,META,,100,1,True,False,medical
25799,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",anterior,"Volume of GM in STG, AH division (right)",AH,,ADAM,META,,90,1,True,False,medical
25799,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",anterior,"Volume of GM in STG, AH division (right)",AC,,ADAM,META,,90,2,False,False,medical
25799,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",anterior,"Volume of GM in STG, AH division (right)",AL,,ADAM,META,,90,3,False,False,medical
25799,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",anterior,"Volume of GM in STG, AH division (right)",HA,,ADAM,META,,90,4,False,False,medical
25799,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",right,"Volume of GM in STG, AH division (R)",R,,UMLS,META,,100,1,True,False,medical
25800,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)",grey matter,"Volume of GM in Superior Temporal Gyrus, posterior division (left)",GM,,UMLS,META,,100,1,True,False,medical
25800,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)",superior temporal gyrus,"Volume of GM in STG, posterior division (left)",STG,,UMLS,META,,100,1,True,False,medical
25800,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)",posterior,"Volume of GM in STG, PO division (left)",PO,,UMLS,META,,100,1,True,False,medical
25800,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)",posterior,"Volume of GM in STG, PO division (left)",PH,,ADAM,META,,90,2,False,False,medical
25800,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)",left,"Volume of GM in STG, PO division (L)",L,,UMLS,META,,100,1,True,False,medical
25801,"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)",grey matter,"Volume of GM in Superior Temporal Gyrus, posterior division (right)",GM,,UMLS,META,,100,1,True,False,medical
25801,"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)",superior temporal gyrus,"Volume of GM in STG, posterior division (right)",STG,,UMLS,META,,100,1,True,False,medical
25801,"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)",posterior,"Volume of GM in STG, PO division (right)",PO,,UMLS,META,,100,1,True,False,medical
25801,"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)",posterior,"Volume of GM in STG, PO division (right)",PH,,ADAM,META,,90,2,False,False,medical
25801,"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)",right,"Volume of GM in STG, PO division (R)",R,,UMLS,META,,100,1,True,False,medical
25802,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",grey matter,"Volume of GM in Middle Temporal Gyrus, anterior division (left)",GM,,UMLS,META,,100,1,True,False,medical
25802,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",middle temporal gyrus,"Volume of GM in MTG, anterior division (left)",MTG,,UMLS,META,,100,1,True,False,medical
25802,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",anterior,"Volume of GM in MTG, AH division (left)",AH,,ADAM,META,,90,1,True,False,medical
25802,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",anterior,"Volume of GM in MTG, AH division (left)",AC,,ADAM,META,,90,2,False,False,medical
25802,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",anterior,"Volume of GM in MTG, AH division (left)",AL,,ADAM,META,,90,3,False,False,medical
25802,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",anterior,"Volume of GM in MTG, AH division (left)",HA,,ADAM,META,,90,4,False,False,medical
25802,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",left,"Volume of GM in MTG, AH division (L)",L,,UMLS,META,,100,1,True,False,medical
25803,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",grey matter,"Volume of GM in Middle Temporal Gyrus, anterior division (right)",GM,,UMLS,META,,100,1,True,False,medical
25803,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",middle temporal gyrus,"Volume of GM in MTG, anterior division (right)",MTG,,UMLS,META,,100,1,True,False,medical
25803,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",anterior,"Volume of GM in MTG, AH division (right)",AH,,ADAM,META,,90,1,True,False,medical
25803,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",anterior,"Volume of GM in MTG, AH division (right)",AC,,ADAM,META,,90,2,False,False,medical
25803,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",anterior,"Volume of GM in MTG, AH division (right)",AL,,ADAM,META,,90,3,False,False,medical
25803,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",anterior,"Volume of GM in MTG, AH division (right)",HA,,ADAM,META,,90,4,False,False,medical
25803,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",right,"Volume of GM in MTG, AH division (R)",R,,UMLS,META,,100,1,True,False,medical
25804,"Volume of grey matter in Middle Temporal Gyrus, posterior division (left)",grey matter,"Volume of GM in Middle Temporal Gyrus, posterior division (left)",GM,,UMLS,META,,100,1,True,False,medical
25804,"Volume of grey matter in Middle Temporal Gyrus, posterior division (left)",middle temporal gyrus,"Volume of GM in MTG, posterior division (left)",MTG,,UMLS,META,,100,1,True,False,medical
25804,"Volume of grey matter in Middle Temporal Gyrus, posterior division (left)",posterior,"Volume of GM in MTG, PO division (left)",PO,,UMLS,META,,100,1,True,False,medical
25804,"Volume of grey matter in Middle Temporal Gyrus, posterior division (left)",posterior,"Volume of GM in MTG, PO division (left)",PH,,ADAM,META,,90,2,False,False,medical
